sets,year,theme_id,num_parts,parent_id,themes
Deluxe Box of Fun,2014,505,95,504,Basic Set
Forest: Ducks,2015,504,13,NA,Duplo
Forest: Animals,2015,504,39,NA,Duplo
Forest: Fishing Trip,2015,632,32,504,Town
Forest: Park,2015,504,105,NA,Duplo
Mom and Baby,2015,632,13,504,Town
Ice Cream Truck,2015,632,11,504,Town
Café,2015,632,52,504,Town
Rally Car,2015,632,13,504,Town
Airport,2015,632,29,504,Town
Fire Boat,2015,632,19,504,Town
Fire Truck,2015,632,26,504,Town
Fire Station,2015,632,105,504,Town
Sofia's Royal Stable,2015,639,38,504,Sofia the First
Sofia's Royal Castle,2015,639,87,504,Sofia the First
Disney Princess Collection,2015,640,63,504,Disney Princess
Birthday Parade,2015,641,24,504,Disney's Mickey Mouse
Batman Adventure,2015,653,47,504,DC Comics
Classic Race,2015,506,29,504,Cars
Road Plates and Signs,1981,533,30,507,Town
Delivery Vehicle,2015,632,19,504,Town
Camping,2015,632,38,504,Town
My First Bus,2015,632,17,504,Town
Treasure Island,2015,638,25,504,Jake and the Never Land Pirates
Rosie the Ambulance,2015,648,16,504,Doc McStuffins
Backyard Clinic,2015,648,39,504,Doc McStuffins
Spider-Man Web-Bike Workshop,2015,630,13,504,Spiderman
Spider-Man Spider Truck Adventure,2015,630,28,504,Spiderman
UNICEF Van,1985,67,59,50,Classic Town
Single Disk Pack,2000,20,0,1,Throwbot Slizer
My First Tractor,2015,632,12,504,Town
My First Playhouse,2015,652,25,504,Playhouse
My First Farm,2015,632,26,504,Town
Creative Building Box,2015,505,70,504,Basic Set
Town Vehicles,1980,533,179,507,Town
Large Creative Box,2015,505,193,504,Basic Set
Basic Bricks Large,2015,505,60,504,Basic Set
Community Workers,1985,533,169,507,Town
Dacta Buildings,1981,533,419,507,Town
House Accessories - 182 elements,1985,534,196,507,Universal Building Set
XL Creative Brick Box,2016,621,1600,NA,Classic
Monster Trucks,2013,35,197,34,Bricks & More
My First LEGO Princess,2013,35,88,34,Bricks & More
My First LEGO Set,2013,35,148,34,Bricks & More
Blue Suitcase,2013,35,152,34,Bricks & More
Vehicle Suitcase,2014,591,152,NA,Juniors
Pink Suitcase,2013,591,157,NA,Juniors
36 Little People + Accessories,1982,533,174,507,Town
My First LEGO Fire Station,2013,35,90,34,Bricks & More
Creative Bucket,2013,35,607,34,Bricks & More
Creative Chest,2013,35,608,34,Bricks & More
Creative Tower,2013,35,1600,34,Bricks & More
Spider-Man: Spider-Car Pursuit,2014,596,55,591,Marvel
Digger,2014,591,75,NA,Juniors
Construction,2014,591,160,NA,Juniors
Princess Play Castle,2014,591,150,NA,Juniors
Turtle Lair,2014,591,107,NA,Juniors
Community Vehicles,1985,507,257,NA,Educational and Dacta
Fire Emergency,2014,591,123,NA,Juniors
Batman: Defend the Batcave,2014,592,150,591,DC Comics Super Heroes
Race Car Rally,2014,591,350,NA,Juniors
Pony Farm,2014,591,306,NA,Juniors
Police – The Big Escape,2014,591,146,NA,Juniors
Knights' Castle,2014,591,480,NA,Juniors
Beach Trip,2015,591,74,NA,Juniors
Pirate Treasure Hunt,2015,591,57,NA,Juniors
Garbage Truck,2015,591,99,NA,Juniors
Air Patrol,1999,87,20,50,Extreme Team
Creative Building Cube,2014,35,600,34,Bricks & More
Creative Suitcase,2014,35,1017,34,Bricks & More
Road Work Truck,2015,591,132,NA,Juniors
Supermarket Suitcase,2015,591,140,NA,Juniors
Fire Suitcase,2015,591,130,NA,Juniors
Family House,2015,591,226,NA,Juniors
Spider-Man Hideout,2015,596,137,591,Marvel
Speedboat,1999,92,22,50,Res-Q
Creative Bricks,2015,621,221,NA,Classic
Creative Supplement,2015,621,303,NA,Classic
Creative Supplement Bright,2015,621,303,NA,Classic
Creative Building Box,2015,621,580,NA,Classic
Medium Creative Brick Box,2015,621,484,NA,Classic
XXXL Box,2015,621,1500,NA,Classic
Large Creative Brick Box,2015,621,790,NA,Classic
Sand Baseplate,2015,621,1,NA,Classic
Green Baseplate,2015,621,1,NA,Classic
Stunt Flyer,1999,87,20,50,Extreme Team
Gray Baseplate,2015,621,1,NA,Classic
Creative Building Set,2016,621,583,NA,Classic
Creative Builder Box,2017,621,502,NA,Classic
Creative Box,2017,621,900,NA,Classic
Creative Building Basket,2016,621,1000,NA,Classic
Blue Creative Box,2017,621,78,NA,Classic
Red Creative Box,2017,621,55,NA,Classic
Green Creative Box,2017,621,66,NA,Classic
Orange Creative Box,2017,621,60,NA,Classic
4.5V Motor Set,1976,473,31,465,Supplemental
Bricks 2 x 2 and 2 x 4,1986,516,56,507,Duplo and Explore
Bricks and Gears,2018,621,244,NA,Classic
Creative Suitcase,2018,621,218,NA,Classic
Blue Baseplate,2018,621,1,NA,Classic
Bricks on a Roll,2018,621,442,NA,Classic
Bricks Bricks Bricks,2018,621,1500,NA,Classic
Canada Post Mail Truck,1985,67,138,50,Classic Town
Police Helicopter Chase,2016,591,63,NA,Juniors
Iron Man vs. Loki,2016,596,66,591,Marvel
Snake Showdown,2016,597,92,591,Ninjago
Ariel's Dolphin Carriage,2016,593,70,591,Disney Princess
Batman & Superman vs. Lex Luthor,2016,592,164,591,DC Comics Super Heroes
Lost Temple,2016,597,172,591,Ninjago
Stephanie's Horse Carriage,2016,595,58,591,Friends
Emma's Ice Cream Truck,2016,595,136,591,Friends
Mia's Vet Clinic,2016,595,182,591,Friends
Cinderella's Carriage,2016,593,116,591,Disney Princess
4.5V Reversible Power Unit,1971,371,24,365,Supplemental
Lightning McQueen Speed Launcher,2017,615,47,591,Cars
Cruz Ramirez Race Simulator,2017,615,59,591,Cars
Guido and Luigi's Pit Stop,2017,615,75,591,Cars
Mater's Junkyard,2017,615,62,591,Cars
Demolition Site,2017,591,175,NA,Juniors
Police Truck Chase,2017,591,90,NA,Juniors
Anna & Elsa's Frozen Playground,2017,591,94,NA,Juniors
Batman vs. Mr. Freeze,2017,592,64,591,DC Comics Super Heroes
Snow White's Forest Cottage,2017,593,67,591,Disney Princess
Shark Attack,2017,597,108,591,Ninjago
Fire Patrol Suitcase,2017,591,116,NA,Juniors
Willy's Butte Speed Training,2017,615,95,591,Cars
Smokey's Garage,2017,615,124,591,Cars
Thunder Hollow Crazy 8 Race,2017,615,191,591,Cars
Florida 500 Race Final,2017,615,266,591,Cars
Mia's Farm Suitcase,2017,595,106,591,Friends
Andrea and Stephanie's Beach Holiday,2017,595,144,591,Friends
Emma's Pet Party,2018,595,67,591,Friends
Mia's Organic Food Market,2018,595,115,591,Friends
Road Repair Truck,2018,591,73,NA,Juniors
LEGO People Supplementary Set,1980,511,256,507,Building Set with People
Mountain Police Chase,2018,591,115,NA,Juniors
The Joker Batcave Attack,2018,592,151,591,DC Comics Super Heroes
Spider-Man vs. Scorpion Street Showdown,2018,596,125,591,Marvel
Zane's Ninja Boat Pursuit,2018,597,132,591,Ninjago
Pteranodon Escape,2018,620,84,591,Jurassic World: Fallen Kingdom
Raptor Rescue Truck,2018,620,85,591,Jurassic World: Fallen Kingdom
T. Rex Breakout,2018,620,150,591,Jurassic World: Fallen Kingdom
Elastigirl's Rooftop Pursuit,2018,591,95,NA,Juniors
Underminer Bank Heist,2018,591,149,NA,Juniors
Advent Calendar 1999,1999,207,229,206,Advent
The Great Home Escape,2018,591,178,NA,Juniors
Belle's Story Time,2018,593,87,591,Disney Princess
Stephanie's Lakeside House,2018,595,215,591,Friends
City Central Airport,2018,591,376,NA,Juniors
Ariel's Underwater Concert,2018,593,92,591,Disney Princess
Woody & RC,2019,275,69,NA,Toy Story
Duke Caboom's Stunt Show,2019,275,120,NA,Toy Story
Buzz and Bo Peep's Playground Adventure,2019,275,139,NA,Toy Story
Toy Story 4 RV Vacation,2019,275,178,NA,Toy Story
Buzz & Woody's Carnival Mania!,2019,275,230,NA,Toy Story
Supplementary Set,1976,528,172,507,Supplemental
Carnival Thrill Coaster,2019,275,98,NA,Toy Story
Mickey Mouse's Propeller Plane,2021,608,59,NA,Disney
Minnie Mouse's Ice Cream Shop,2021,608,100,NA,Disney
Mickey Mouse & Minnie Mouse's Space Rocket,2021,608,88,NA,Disney
Mickey Mouse & Donald Duck's Farm,2021,608,118,NA,Disney
Mickey & Friends Fire Truck & Station,2021,608,144,NA,Disney
Mickey and Minnie's Camping Trip,2022,608,103,NA,Disney
"Mickey, Minnie and Goofy's Fairground Fun",2022,608,184,NA,Disney
Mickey and Friends Castle Defenders,2022,608,215,NA,Disney
Animal Mosaic Puzzle,1987,516,80,507,Duplo and Explore
Spider-Man's Techno Trike,2022,706,59,696,Spider-Man
Hulk vs. Rhino Truck Showdown,2022,706,110,696,Spider-Man
Spider-Man at Doc Ock's Lab,2022,706,131,696,Spider-Man
Spider-Man Webquarters Hangout,2022,706,155,696,Spider-Man
Bakey with Cakey Fun,2023,748,58,NA,Gabby’s Dollhouse
Gabby & MerCat's Ship & Spa,2023,748,89,NA,Gabby’s Dollhouse
Kitty Fairy's Garden Party,2023,748,130,NA,Gabby’s Dollhouse
Gabby's Dollhouse,2023,748,498,NA,Gabby’s Dollhouse
Spider-Man's Car and Doc Ock,2023,706,48,696,Spider-Man
Team Spidey at Green Goblin's Lighthouse,2023,706,149,696,Spider-Man
Animal Mosaic Puzzle,1987,516,80,507,Duplo and Explore
Team Spidey's Mobile Headquarters,2023,706,187,696,Spider-Man
Baby Animals,2016,632,13,504,Town
Savanna,2016,632,18,504,Town
Arctic,2016,632,40,504,Town
Jungle,2016,632,86,504,Town
Around the World,2016,632,163,504,Town
Horses,2016,632,20,504,Town
Horse Trailer,2016,632,15,504,Town
Little Plane,2016,632,13,504,Town
Police Patrol,2016,632,15,504,Town
Battery Box,1976,235,1,233,4.5V
Push Train,2016,634,45,504,Trains
Backhoe Loader,2016,632,19,504,Town
Truck & Tracked Excavator,2016,632,26,504,Town
Big Construction Site,2016,632,67,504,Town
Tow Truck,2016,632,28,504,Town
My First Rocket,2016,504,21,NA,Duplo
My First Cars and Trucks,2016,632,39,504,Town
Creative Chest,2016,505,73,504,Basic Set
My First Truck,2016,632,29,504,Town
My First Garden,2016,632,25,504,Town
Creative Building Basket,2016,505,110,504,Basic Set
Sofia's Magical Carriage,2016,639,30,504,Sofia the First
Batwing Adventure,2017,653,28,504,DC Comics
Miles' Space Adventures,2016,629,23,504,Miles From Tomorrowland
Miles' Exo-Flex Suit,2016,629,37,504,Miles From Tomorrowland
Miles' Stellosphere Hangar,2016,629,44,504,Miles From Tomorrowland
Mickey & Friends Beach House,2016,641,48,504,Disney's Mickey Mouse
Doc's Pet Vet Care,2016,648,30,504,Doc McStuffins
Mickey's Workshop,2016,641,18,504,Disney's Mickey Mouse
Minnie's Cafe,2016,641,27,504,Disney's Mickey Mouse
Supplementary Pack,1986,534,106,507,Universal Building Set
My First Caterpillar,2016,504,22,NA,Duplo
Birthday Picnic,2017,636,19,632,My Town
Preschool,2017,636,39,632,My Town
Pizzeria,2017,636,57,632,My Town
Family House,2017,636,69,632,My Town
Neighborhood (Town Square),2017,636,98,632,My Town
Santa's Winter Holiday,2017,504,45,NA,Duplo
Family Pets,2017,636,15,632,My Town
Shooting Gallery,2017,504,32,NA,Duplo
Big Fair,2017,504,106,NA,Duplo
Fun Family Fair,2017,504,61,NA,Duplo
Batcave Challenge,2017,653,73,504,DC Comics
Mickey Racer,2017,641,15,504,Disney's Mickey Mouse
Minnie Mouse Bow-tique,2017,641,70,504,Disney's Mickey Mouse
My First Carousel,2017,504,24,NA,Duplo
Flo's Café,2017,506,28,504,Cars
My First Number Train,2017,504,23,NA,Duplo
My First Bricks,2017,505,83,504,Basic Set
My First Plane,2017,505,10,504,Basic Set
My First Cakes,2017,504,8,NA,Duplo
My First Bus,2017,505,6,504,Basic Set
My First Bird,2017,505,7,504,Basic Set
Creative Builder Box,2017,505,78,504,Basic Set
Creative Box,2017,505,120,504,Basic Set
Cinderella's Magical Castle,2017,640,56,504,Disney Princess
Mater's Shed,2017,506,23,504,Cars
Piston Cup Race,2017,506,31,504,Cars
My First Puzzle Pets,2018,504,18,NA,Duplo
My First Ladybug,2018,505,6,504,Basic Set
My First Race Car,2018,504,6,NA,Duplo
Bulk Bucket,2000,505,48,504,Basic Set
My First Emotions,2018,504,28,NA,Duplo
My First Celebration,2018,504,41,NA,Duplo
My First Animal Brick Box,2018,504,34,NA,Duplo
Large Playground Brick Box,2018,504,71,NA,Duplo
Fun Creations,2018,505,70,504,Basic Set
Farmers' Market,2018,632,26,504,Town
Farm Pony Stable,2018,632,59,504,Town
Farm Adventures,2018,632,104,504,Town
Farm Animals,2018,632,16,504,Town
Airport,2018,632,29,504,Town
Train Bridge and Tracks,2018,634,26,504,Trains
Minnie's Birthday Party,2018,641,21,504,Disney's Mickey Mouse
Steam Train,2018,634,59,504,Trains
Cargo Train,2018,634,105,504,Trains
Spider-Man & Hulk Adventures,2018,630,38,504,Spiderman
Belle's Tea Party,2018,640,19,504,Disney Princess
Rapunzel's Tower,2018,640,37,504,Disney Princess
Gentle Giants Petting Zoo,2018,722,24,504,Jurassic World
T. rex Tower,2018,722,22,504,Jurassic World
Road Burner,1999,87,25,50,Extreme Team
Mickey's Boat,2018,641,28,504,Disney's Mickey Mouse
Train Tracks,2018,634,23,504,Trains
My First Tow Truck,2019,632,11,504,Town
My First Balancing Animals,2019,504,15,NA,Duplo
My First Fun Puzzle,2019,504,15,NA,Duplo
My First Car Creations,2019,632,34,504,Town
Creative Fun,2019,505,120,504,Basic Set
Mickey's Vacation House,2019,641,57,504,Disney's Mickey Mouse
Basic Figures,1985,534,24,507,Universal Building Set
Spider-Man vs. Electro,2019,630,29,504,Spiderman
Toy Story Train,2019,633,21,504,Toy Story
Emmet and Lucy's Visitors from the DUPLO Planet,2019,504,53,NA,Duplo
My First Minnie Build,2019,641,10,504,Disney's Mickey Mouse
My First Mickey Build,2019,641,9,504,Disney's Mickey Mouse
Frozen Ice Castle,2019,640,59,504,Disney Princess
Police Bike,2019,632,8,504,Town
TECHNIC Control I,1986,507,397,NA,Educational and Dacta
Fire Truck,2019,632,21,504,Town
Police Station,2019,632,38,504,Town
Fire Station,2019,632,76,504,Town
Baby Animals,2019,632,9,504,Town
Tropical Island,2019,632,73,504,Town
World Animals,2019,632,121,504,Town
Plane,2019,632,12,504,Town
Heart Box,2020,505,80,504,Basic Set
Submarine Adventure,2019,632,24,504,Town
Brick Box,2020,505,65,504,Basic Set
Deluxe Brick Box,2020,505,85,504,Basic Set
Alphabet Truck,2020,504,36,NA,Duplo
Fire Truck,2020,632,6,504,Town
Tow Truck,2020,632,7,504,Town
Batcave,2020,653,33,504,DC Comics
Elsa & Olaf's Tea Party,2020,640,17,504,Disney Princess
TECHNIC Control II,1986,507,467,NA,Educational and Dacta
Super Heroes Lab,2020,630,30,504,Spiderman
Ariel's Undersea Castle,2020,640,35,504,Disney Princess
Lightning McQueen's Race Day,2020,506,42,504,Cars
Playroom,2020,652,17,504,Playhouse
Bedroom,2020,652,16,504,Playhouse
Pizza Stand,2020,632,18,504,Town
Bakery,2020,632,46,504,Town
Modular Playhouse,2020,652,133,504,Playhouse
Bulldozer,2020,632,10,504,Town
Truck & Tracked Excavator,2020,632,20,504,Town
Wrecking Ball Demolition,2020,632,56,504,Town
Tower Crane & Construction,2020,632,123,504,Town
Creative Animals,2020,505,175,504,Basic Set
Alphabet Town,2023,504,87,NA,Duplo
Batman: Arkham Asylum Breakout,2012,697,1621,695,Batman
Dinosaur Nursery,2022,722,27,504,Jurassic World
T. rex and Triceratops Dinosaur Breakout,2021,722,36,504,Jurassic World
Spider-Man Headquarters,2021,630,36,504,Spiderman
Johnny Thunder,1999,297,13,296,Desert
Mickey & Minnie Birthday Train,2021,641,22,504,Disney's Mickey Mouse
Minnie's House and Café,2021,641,91,504,Disney's Mickey Mouse
Happy Childhood Moments,2021,504,231,NA,Duplo
Space Shuttle Mission,2021,504,23,NA,Duplo
Garbage Truck and Recycling,2021,632,19,504,Town
Family Camping Van Adventure,2021,632,30,504,Town
Race Cars,2021,632,44,504,Town
Parking Garage and Car Wash,2021,632,112,504,Town
Farm Animal Care,2021,632,11,504,Town
Farm Tractor & Animal Care,2021,632,27,504,Town
Super Sub,1999,312,24,307,Hydronauts
Horse Stable and Pony Care,2021,632,65,504,Town
"Barn, Tractor & Farm Animal Care",2021,632,97,504,Town
Unicorn,2021,504,8,NA,Duplo
Number Train - Learn To Count,2021,504,23,NA,Duplo
Animal Train,2021,504,15,NA,Duplo
Amusement Park,2021,632,95,504,Town
Fire Helicopter & Police Car,2021,632,16,504,Town
Creative Birthday Party,2021,504,200,NA,Duplo
Police Station & Helicopter,2022,632,40,504,Town
Belle's Ballroom,2022,640,23,504,Disney Princess
Race Buggy,1999,87,23,50,Extreme Team
Airplane & Airport,2021,632,28,504,Town
Buzz Lightyear's Planetary Mission,2022,633,37,504,Toy Story
Spider-Man & Friends: Funfair Adventure,2022,630,41,504,Spiderman
Bath Time Fun: Floating Red Panda,2022,504,5,NA,Duplo
Bath Time Fun: Floating Animal Train,2022,504,14,NA,Duplo
Bath Time Fun: Floating Animal Island,2022,504,21,NA,Duplo
Police Motorcycle,2022,632,5,504,Town
Doctor Visit,2022,632,34,504,Town
Fire Truck,2022,632,21,504,Town
Fire Station & Helicopter,2022,632,116,504,Town
Res-Q Runner,1999,92,18,50,Res-Q
Wild Animals of Africa,2022,632,11,504,Town
Wild Animals of the Ocean,2022,632,33,504,Town
Wild Animals of South America,2022,632,72,504,Town
Wild Animals of Asia,2022,632,118,504,Town
Wild Animals of the World,2022,632,143,504,Town
Santa's Gingerbread House,2022,504,50,NA,Duplo
My First Puppy & Kitten With Sounds,2022,504,22,NA,Duplo
Creative Building Time,2022,504,120,NA,Duplo
Wild Animals Of Europe,2022,632,86,504,Town
Green Building Plate,2022,505,1,504,Basic Set
Hang Glider,1998,87,19,50,Extreme Team
Growing Carrot,2023,504,11,NA,Duplo
Fruit and Vegetable Tractor,2023,504,19,NA,Duplo
Organic Market,2023,504,40,NA,Duplo
Organic Garden,2023,504,43,NA,Duplo
Wind Turbine and Electric Car,2023,632,16,504,Town
Family House on Wheels,2023,632,31,504,Town
Recycling Truck,2023,504,15,NA,Duplo
The Bus Ride,2023,504,16,NA,Duplo
Water Park,2023,504,19,NA,Duplo
Construction Site,2023,632,61,504,Town
Ninja Blaster,1999,434,24,NA,Ninja
Dream Playground,2023,504,75,NA,Duplo
Life At The Day-Care Center,2023,504,67,NA,Duplo
3in1 Tree House,2023,504,126,NA,Duplo
3in1 Family House,2023,504,218,NA,Duplo
Spider-Man's House,2023,630,25,504,Spiderman
Lightning McQueen & Mater's Car Wash Fun,2023,506,29,504,Cars
Camping Adventure,2023,504,37,NA,Duplo
3in1 Magical Castle,2023,504,160,NA,Duplo
Mini-Wheel Model Maker No. 1,1971,423,87,411,Vehicle
Sky Pirates,2001,50,110,NA,Town
Bricks and Ideas,2019,621,123,NA,Classic
Basic Brick Set,2019,621,300,NA,Classic
Bricks and Eyes,2019,621,451,NA,Classic
Windows of Creativity,2019,621,450,NA,Classic
Creative Fun,2019,621,900,NA,Classic
Creative Blue Bricks,2020,621,52,NA,Classic
Creative Green Bricks,2020,621,60,NA,Classic
Bricks and Houses,2020,621,270,NA,Classic
Bricks and Lights,2020,621,441,NA,Classic
Universal Building Set,1977,469,129,465,Basic Set
White Baseplate,2020,621,1,NA,Classic
Replacement 4.5V Motor,1977,443,1,NA,Service Packs
Bricks and Animals,2020,621,1500,NA,Classic
Creative White Bricks,2021,621,60,NA,Classic
Creative Transparent Bricks,2021,621,500,NA,Classic
Bricks and Wheels,2021,621,653,NA,Classic
Around The World,2021,621,951,NA,Classic
Creative Building Bricks,2021,621,1201,NA,Classic
Creative Monsters,2022,621,140,NA,Classic
Creative Ocean Fun,2022,621,333,NA,Classic
Bricks and Functions,2022,621,500,NA,Classic
Build Together,2022,621,1601,NA,Classic
Motor Bushes,1977,456,4,443,Train
90 Years of Play,2022,621,1100,NA,Classic
Space Mission,2022,621,1700,NA,Classic
Green Baseplate,2022,621,1,NA,Classic
Gray Baseplate,2022,621,1,NA,Classic
Blue Baseplate,2022,621,1,NA,Classic
White Baseplate,2022,621,1,NA,Classic
Creative Neon Fun,2023,621,333,NA,Classic
Creative Pastel Fun,2023,621,333,NA,Classic
Creative Party Box,2023,621,900,NA,Classic
Lots of Bricks,2023,621,1000,NA,Classic
Battery Box,1977,443,1,NA,Service Packs
Creative Monkey Fun,2023,621,135,NA,Classic
DNA Student Set,2003,517,525,507,Learning
Creative Color Fun,2023,621,1500,NA,Classic
Creative Fantasy Universe,2023,621,1800,NA,Classic
Battery Cables (75cm),1977,443,2,NA,Service Packs
Crawler Tracks,1977,443,2,NA,Service Packs
Battery Tender,1977,456,2,443,Train
Basic Building Set,1999,470,431,465,Classic Basic
Signal and Direction-Change Switch,1977,456,4,443,Train
Magnetic Couplings,1977,456,4,443,Train
Magnetic Couplings for Railway Car,1977,456,4,443,Train
Basic Souvenir Box,1981,469,36,465,Basic Set
Police Pack,1980,443,20,NA,Service Packs
Train Wheels,1977,456,8,443,Train
Universal Building Set,1977,469,174,465,Basic Set
Rubber Rims for Locomotive Wheels,1977,456,8,443,Train
Starter Train Set without Motor,1966,235,118,233,4.5V
Train Sliding Wheel Blocks,1977,456,2,443,Train
Motor Frame and Couplers,1977,443,5,NA,Service Packs
Bionicle Barraki Wallet,2008,501,0,NA,Gear
